id,name,date,text,location,sentiment
1.13E+18,AxiTrader,Sun May 19 22:50:13 +0000 2019,"You can see $GOLD did everything it could to break out of the ST desc tri, but $USD strength put an end to that. #Tradewar escalation could see a rebound. Triple bottom coming up &amp; oversold.
#trading $XAUUSD #preciousmetals #commodities
Losses may exceed deposits https://t.co/AfMtr04E8E","Sydney, Australia",bearish
1.13E+18,Evolutionomics,Sun May 19 22:30:34 +0000 2019,"We are testing out a new investing strategy that involves shorting #Gold Mining and traditional transportation services (TTS). The historical return has a very low beta. Tickers short include: 

TTS: $ALV $HTZ $CAR
Gold: $GOLD $NEM $FNV $KGC $GLD $AU

Rationale &amp; Strategy below: https://t.co/RSjqDSk6Mj",,unrelated
1.13E+18,AthanT_,Sun May 19 22:21:32 +0000 2019,"#tradingmotives Premium weekly M&amp;E report posted.
Swing #trading opportunities &amp; updates.
$RB_F $WTI #Brent #oilandgas
$xauusd $XAGUSD $SIL #copper $GOLD &amp; more https://t.co/shxjTWLV1r","Kansas, USA",unrelated
1.13E+18,thebigpictureny,Sun May 19 22:14:03 +0000 2019,$Silver remains bearish and as long as this momentum remains below the Redline im looking for price to fall to $14.0 then $12.5 and below. If so other Metals &amp; $GOLD will also fall.  $SLV $DSLV $GLD $GDX $XAU $NUGT $DUST https://t.co/2EF1V9gxr3,"London, OH",bearish
1.13E+18,thebigpictureny,Sun May 19 22:13:21 +0000 2019,$Silver forecast short term prediction. $SLV $GLD $VIX $XLF Good luck to everyone locked into the weekend bounce play on Friday! https://t.co/oi44exgyR0,"London, OH",unrelated
1.13E+18,TradingMotives,Sun May 19 22:12:20 +0000 2019,"#tradingmotives Premium weekly M&amp;E report posted.
Swing #trading opportunities &amp; updates.
$RB_F $WTI #Brent #oilandgas
$xauusd $XAGUSD $SIL #copper $GOLD &amp; more https://t.co/shxjTWLV1r",New Zealand,unrelated
1.13E+18,GreenStocks2016,Sun May 19 22:06:54 +0000 2019,$Silver forecast short term prediction. $SLV $GLD $VIX $XLF Good luck to everyone locked into the weekend bounce play on Friday! https://t.co/oi44exgyR0,"Los Angeles, CA",unrelated
1.13E+18,ImTeddyP,Sun May 19 22:05:25 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part II &gt; https://t.co/R6vpoO5079

$UUP $SPY $QQQ $GLD $SLV #dollar #silver #stockstowatch","Orlando, FL",unrelated
1.13E+18,TheMrDev,Sun May 19 21:59:04 +0000 2019,$Silver remains bearish and as long as this momentum remains below the Redline im looking for price to fall to $14.0 then $12.5 and below. If so other Metals &amp; $GOLD will also fall.  $SLV $DSLV $GLD $GDX $XAU $NUGT $DUST https://t.co/2EF1V9gxr3,~ A Cave ~,bearish
1.13E+18,jacksonhole73,Sun May 19 21:53:24 +0000 2019,"$SPX #ES_F like 2846 2848 area for a bid. So far looks like ES coming to test that T. Will most likely look for a short on the open. If it gaps down near there will take a quick long in and out. Waiting for 6p.m will be watching.

$GOLD I filled my bid at 1275 👍 https://t.co/hkHxgH5Idx",,unrelated
1.13E+18,ThePivotKing,Sun May 19 21:51:16 +0000 2019,"$SPX #ES_F like 2846 2848 area for a bid. So far looks like ES coming to test that T. Will most likely look for a short on the open. If it gaps down near there will take a quick long in and out. Waiting for 6p.m will be watching.

$GOLD I filled my bid at 1275 👍 https://t.co/hkHxgH5Idx","Toronto, Ontario",unrelated
1.13E+18,kulmer1,Sun May 19 21:46:09 +0000 2019,gold looks weak when comparing it to gold and oil. risk on environment?   $XAUUSD $GLD https://t.co/Zso1Q2y3Vw,,bearish
1.13E+18,Howlingman8,Sun May 19 21:42:32 +0000 2019,"COTW is #GOLD.  #xauusd #gc_f #xau #gld #gdx 

Become a free member to get the COTD sent to your inbox:
https://t.co/H0xPw15I5m https://t.co/fYUdcVos9q",,unrelated
1.13E+18,EfrainMooneyh,Sun May 19 21:42:12 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part 1 &gt; https://t.co/2UwJno3Ay6

$SPY $SLV $GLD $QQQ #usdchf #usdcad #Currency #investing",,unrelated
1.13E+18,Soila3300,Sun May 19 21:40:53 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part II &gt; https://t.co/R6vpoO5079

$UUP $SPY $QQQ $GLD $SLV #dollar #silver #stockstowatch",,unrelated
1.13E+18,EvercoreFX,Sun May 19 21:26:26 +0000 2019,Trade the global slowdown and coming stockmarket crash caused by tariff man himself #trump #trading $SPX $GLD #FOREX #USD https://t.co/HhHxmOKMsN https://t.co/hlmP9DZSlB,UK,unrelated
1.13E+18,Kevin_dreaming,Sun May 19 21:16:20 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part 1 &gt; https://t.co/2UwJno3Ay6

$SPY $SLV $GLD $QQQ #usdchf #usdcad #Currency #investing","Sacramento, CA",unrelated
1.13E+18,Francis_Tech81,Sun May 19 21:16:13 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part II &gt; https://t.co/R6vpoO5079

$UUP $SPY $QQQ $GLD $SLV #dollar #silver #stockstowatch","Long Beach, CA",unrelated
1.13E+18,MichaleCashwe,Sun May 19 21:06:48 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part II &gt; https://t.co/R6vpoO5079

$UUP $SPY $QQQ $GLD $SLV #dollar #silver #stockstowatch",,unrelated
1.13E+18,KdpMasters,Sun May 19 21:04:47 +0000 2019,"More #TraderKnowledge in my #ebooks:
https://t.co/UqeeJkJ2iP

$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA $VIX $FB $MSFT $SPY $NDX $IWM $MCD $SLV $UVXY $LYFT $GLD $TLT $VXX $XLE $QQQ #Trading #options #goodreads #stocks #stockmarket #ipad #kindle #android #money #NASDAQ https://t.co/xRxMVS3wTS","Bali, Indonesia",unrelated
1.13E+18,SteHaller,Sun May 19 21:01:08 +0000 2019,"More #TraderKnowledge in my #ebooks:
https://t.co/UqeeJkJ2iP

$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA $VIX $FB $MSFT $SPY $NDX $IWM $MCD $SLV $UVXY $LYFT $GLD $TLT $VXX $XLE $QQQ #Trading #options #goodreads #stocks #stockmarket #ipad #kindle #android #money #NASDAQ https://t.co/xRxMVS3wTS",Landshut/Bavaria/Germany,unrelated
1.13E+18,GreenCastleAM,Sun May 19 20:59:59 +0000 2019,$GLD did not play along. We think it was the right call but she went down too much for us. Stop loss. Daily. Maybe we will get another chance soon... https://t.co/HlNl0IN0eM,"Nashville, TN",bearish
1.13E+18,MrAshrafD,Sun May 19 20:57:47 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part II &gt; https://t.co/R6vpoO5079

$UUP $SPY $QQQ $GLD $SLV #dollar #silver #stockstowatch","Hamtramck, MI",unrelated
1.13E+18,TradeAlertsHQ,Sun May 19 20:52:32 +0000 2019,$SPX $TLT $GLD $NDX $HYG $DXY $ES_F $VIX $VXX $VVIX $RUT $SPY $XLF It would appear as if households have better grasp on budgetary restraint than  #Federal government. Only 1 category approaching pre-GFC levels. Read our full-scale research report https://t.co/4fmUlL0nwo https://t.co/svXplcc4ep,"Redmond, WA",unrelated
1.13E+18,SteHaller,Sun May 19 20:46:14 +0000 2019,"More #TraderKnowledge in my #ebooks:
https://t.co/rWXaZYjnOo

$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA $VIX $FB $MSFT $SPY $NDX $IWM $MCD $SLV $UVXY $LYFT $GLD $TLT $VXX $XLE $QQQ #Trading #options #goodreads #stocks #stockmarket #ipad #kindle #android #money #NASDAQ https://t.co/UhPy5Ean1C",Landshut/Bavaria/Germany,unrelated
1.13E+18,tradingcrudeoil,Sun May 19 20:43:09 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part II &gt; https://t.co/R6vpoO5079

$UUP $SPY $QQQ $GLD $SLV #dollar #silver #stockstowatch","Vernon, Az. USA",unrelated
1.13E+18,davidmoadel,Sun May 19 20:42:24 +0000 2019,Chart Patterns to Watch This Week 5-19-2019 https://t.co/TrlWvt006G $GLD $QQQ $SLV $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX $BTC $TLRY $CRON $CGC $ACB $APHA $MU $NVDA $BA $PINS $OSTK $BIDU $F,USA,unrelated
1.13E+18,davidmoadel,Sun May 19 20:37:31 +0000 2019,3 Things to Watch in the Stock Market This Week https://t.co/afTDrdbTFd $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX,USA,unrelated
1.13E+18,davidmoadel,Sun May 19 20:37:10 +0000 2019,"Market will return to all-time highs with help from a group hit by the trade war, Ed Yardeni predicts https://t.co/pTrsZR1qxp $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX",USA,unrelated
1.13E+18,davidmoadel,Sun May 19 20:36:29 +0000 2019,Trump’s low threshold for stock-market pain https://t.co/PzuL4seXgI $TLT $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX,USA,unrelated
1.13E+18,raysnewworld,Sun May 19 20:35:24 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part 1 &gt; https://t.co/aD9uvyVrK4

$SPY $SLV $GLD $QQQ #dollar #trading #StocksToTrade","Vernon, Az. USA",unrelated
1.13E+18,EdmundPicks,Sun May 19 20:09:08 +0000 2019,"Great DD on a CBD Petcare stock, LRSV is the one you need 👇 $MTG $XLV $CELG $ENDP $GILD $CZR $NGD $LUV $HAL $GERN $GLD $AIG $WMT $LC $JCI $GLW $AKER $IEFA $CHGG $HRG $IMGN $SCHW $USFD $NOV $OIH $XLY $KN $FITB $AQB $NLY $SYMC $MA $GNC $FSLR $WLL $PHM $ZNGA $SLB $VST $WY $TSLA https://t.co/C7zcFkU2C9",,unrelated
1.13E+18,no_pullbacks,Sun May 19 20:08:06 +0000 2019,$SPX $TLT $GLD $NDX $HYG $DXY $ES_F $VIX $VXX $VVIX $RUT $SPY $XLF It would appear as if households have better grasp on budgetary restraint than  #Federal government. Only 1 category approaching pre-GFC levels. Read our full-scale research report https://t.co/4fmUlL0nwo https://t.co/svXplcc4ep,,unrelated
1.13E+18,SethCL,Sun May 19 20:07:18 +0000 2019,$SPX $TLT $GLD $NDX $HYG $DXY $ES_F $VIX $VXX $VVIX $RUT $SPY $XLF It would appear as if households have better grasp on budgetary restraint than  #Federal government. Only 1 category approaching pre-GFC levels. Read our full-scale research report https://t.co/4fmUlL0nwo https://t.co/svXplcc4ep,"Ocala, FL",unrelated
1.13E+18,shortvolumes,Sun May 19 20:00:02 +0000 2019,Short sale volume (not short interest) for $GLD on 2019-05-17 is 64%. https://t.co/GPv1U8xBUZ $GDXJ 68% $NUGT 35% $DUST 30% $JDST 30%,"New York, USA",neutral
1.13E+18,BoB2Trader,Sun May 19 19:46:08 +0000 2019,Meet the man who spent millions worth of #bitcoin on #pizza #60Minutes $btc $xbt $gbtc $gdx $gld $bar $usdu $uup $cny $cyb $spy $spx $dia $dji $djia $qqq $ixic $sq $pypl $ma $v $axp $jpm $fb $ebay $etfc $ice #bakkt #fidelity #tdameritrade #erisX #robinhood https://t.co/jNhwnTe4Lu,"California, USA",unrelated
1.13E+18,In36118624,Sun May 19 19:38:24 +0000 2019,gold looks weak when comparing it to gold and oil. risk on environment?   $XAUUSD $GLD https://t.co/Zso1Q2y3Vw,,bearish
1.13E+18,ewforecast,Sun May 19 19:35:36 +0000 2019,gold looks weak when comparing it to gold and oil. risk on environment?   $XAUUSD $GLD https://t.co/Zso1Q2y3Vw,,bearish
1.13E+18,boersenverstehe,Sun May 19 19:14:09 +0000 2019,"I created a new strategy.
Works for men and women.

$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $AMZN $NFLX $TSLA $VIX $FB $MSFT $SPY $NDX $IWM $MCD $SLV $UVXY $GLD $SLV $SVXY $TBT $DIA $TLT $VXX $XLE $QQQ #Trading #options #stockmarket #money #NASDAQ #tastytrade #PISTA #stocks #DOWJONES https://t.co/7w2O92PUj7",Deutschland,unrelated
1.13E+18,JonTrading058,Sun May 19 19:11:47 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part 1 &gt; https://t.co/2UwJno3Ay6

$SPY $SLV $GLD $QQQ #usdchf #usdcad #Currency #investing",,unrelated
1.13E+18,TradeAlertsHQ,Sun May 19 19:07:20 +0000 2019,"$SPX $QQQ $VIX $TLT $HYG $GLD $XLF $C $BAC $XHB $AAPL $RUT #FOMC understands the new inflation paradigm is one they simply can’t combat, a rate cut is the only way. From JPM: https://t.co/TrgCFgG2Q8","Redmond, WA",unrelated
1.13E+18,Kevin_Ziomek,Sun May 19 19:07:15 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part 1 &gt; https://t.co/2UwJno3Ay6

$SPY $SLV $GLD $QQQ #usdchf #usdcad #Currency #investing","Miami, FL",unrelated
1.13E+18,Rob_Hager,Sun May 19 18:57:53 +0000 2019,How #HedgeFunds are positioned in futures. $TNX $TYX $SPX $RUT $NDX $VIX $GLD $EUR $USD $WTI https://t.co/gM7ga4UA8W https://t.co/v8ooQQT5q6,"Culver City, CA",unrelated
1.13E+18,BenCasey101,Sun May 19 18:48:08 +0000 2019,"Weekly Stock Market Review
Week #21:  https://t.co/xpcb1ys3IO

$AAPL $NVDA $MU $AMZN $FB $GOOGL $NFLX $SPY $QQQ $DIA $INTC $AMD $F $GOOG $BRK_B $GLD $SBUX $BA $VIX $CC $VAC $WIX #nasdaq #stockstowatch #tradingpsychology #tradingsignals #markets #tradingstrategy #trading $GOOGL","Dublin City, Ireland",unrelated
1.13E+18,davidtaylor1916,Sun May 19 18:47:32 +0000 2019,"Weekly Stock Market Review
Week #21:  https://t.co/Abgo4OoYkK

$AAPL $NVDA $MU $AMZN $FB $GOOGL $NFLX $SPY $QQQ $DIA $INTC $AMD $F $GOOG $BRK_B $GLD $SBUX $BA $VIX $CC $VAC $WIX #nasdaq #stockstowatch #tradingpsychology #tradingsignals #markets #tradingstrategy #trading $GOOGL",,unrelated
1.13E+18,MattBurns25,Sun May 19 18:44:03 +0000 2019,"Weekly Stock Market Review
Week #21:  https://t.co/BKH5o1mo0u

$AAPL $NVDA $MU $AMZN $FB $GOOGL $NFLX $SPY $QQQ $DIA $INTC $AMD $F $GOOG $BRK_B $GLD $SBUX $BA $VIX $CC $VAC $WIX #nasdaq #stockstowatch #tradingpsychology #tradingsignals #markets #tradingstrategy #trading $GOOGL",,unrelated
1.13E+18,GaryThomson16,Sun May 19 18:42:10 +0000 2019,"Weekly Stock Market Review
Week #21:  https://t.co/M2AIc5GBR2

$AAPL $NVDA $MU $AMZN $FB $GOOGL $NFLX $SPY $QQQ $DIA $INTC $AMD $F $GOOG $BRK_B $GLD $SBUX $BA $VIX $CC $VAC $WIX #nasdaq #stockstowatch #tradingpsychology #tradingsignals #markets #tradingstrategy #trading $GOOGL",San Francisco,unrelated
1.13E+18,Kimsesizbabakim,Sun May 19 18:42:07 +0000 2019,"COTW is #GOLD.  #xauusd #gc_f #xau #gld #gdx 

Become a free member to get the COTD sent to your inbox:
https://t.co/H0xPw15I5m https://t.co/fYUdcVos9q",,unrelated
1.13E+18,TimePricer,Sun May 19 18:40:53 +0000 2019,"5/17/19 #Gold $GOLD Weekly Price Pattern Chart
Coordinates 6SU 5DAX Area 6/2
Gold went below the pink 21, purple 34 &amp; orange 55-week ema where it bounced &amp; closed @ $1275.70, -.91%. Three Negative Events happened: 1DBX synced w/ 2DBX and 5DAX,... https://t.co/0ZTRc2N30A",NYC,neutral
1.13E+18,don_right,Sun May 19 18:39:54 +0000 2019,"Weekly Stock Market Review
Week #21:  https://t.co/JkCVkS4WdJ

$AAPL $NVDA $MU $AMZN $FB $GOOGL $NFLX $SPY $QQQ $DIA $INTC $AMD $F $GOOG $BRK_B $GLD $SBUX $BA $VIX $CC $VAC $WIX #nasdaq #stockstowatch #tradingpsychology #tradingsignals #markets #tradingstrategy #trading $GOOGL",New York,unrelated
1.13E+18,DogWagging,Sun May 19 18:38:02 +0000 2019,@SaharasCharts $GOLD / $SILVER If I'm not mistaken the g/s ratio = number of silver units it takes to buy one gold unit. That being said both could fall but if silver falls at a greater rate the g/s ratio will go up. That's what has been happening lately. If I'm mistaken please correct me.,Earth,neutral
1.13E+18,ennlightenment,Sun May 19 18:33:02 +0000 2019,"Here is the #SIC2019 Day 4 Recap of @MarkYusko @HowardMarksBook, Bill White, and Carmen Reinhart. I hope y'all find it informative.

Big takeaway: entire 4-day lineup was long bonds of various duration. Who wants to be the contrarian? 
$TLT $SPY $GLD $DXY 
https://t.co/VgnqDP9Ycd",Toronto,unrelated
1.13E+18,GaryThomson14,Sun May 19 18:32:45 +0000 2019,"Weekly Stock Market Review
Week #21:  https://t.co/SA9lFvX3zS

$AAPL $NVDA $MU $AMZN $FB $GOOGL $NFLX $SPY $QQQ $DIA $INTC $AMD $F $GOOG $BRK_B $GLD $SBUX $BA $VIX $CC $VAC $WIX #nasdaq #stockstowatch #tradingpsychology #tradingsignals #markets #tradingstrategy #trading $GOOGL",San Francisco ,unrelated
1.13E+18,UnawareTrader,Sun May 19 18:32:11 +0000 2019,Some thoughts on my  $GLD positions which is currently in losses. $XAUUSD https://t.co/MWZjJdL6sC,"Mumbai, India",bearish
1.13E+18,TalkMarkets,Sun May 19 18:26:07 +0000 2019,Precious Metals Close To Next Six-Month Low $GDX $GDXJ $GLD $SLV $SPY https://t.co/ASBf7oFQEH,,bearish
1.13E+18,Crypto__Hodl,Sun May 19 18:22:39 +0000 2019,$BTC: +89% $GLD: -.5% for 2019. There ya go @tylerwinklevoss @winklevoss @barrysilbert. https://t.co/w5iU3zaRXt,"East Coast, USA",neutral
1.13E+18,options_income,Sun May 19 18:21:30 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part 1 &gt; https://t.co/4zLuxn07Wb

$SPY $SLV $GLD $QQQ #dollar #trading #StocksToTrade",USA,unrelated
1.13E+18,TheArmenianDad,Sun May 19 18:10:45 +0000 2019,"COTW is #GOLD.  #xauusd #gc_f #xau #gld #gdx 

Become a free member to get the COTD sent to your inbox:
https://t.co/H0xPw15I5m https://t.co/fYUdcVos9q","California, USA",unrelated
1.13E+18,GuenterSchwabl,Sun May 19 18:08:26 +0000 2019,$GOLD $SILVER Ratio - Is this a 'Fake' Pop/?... https://t.co/HvZQSdGBhC,Where the best trade is,neutral
1.13E+18,bigtomsky,Sun May 19 18:08:11 +0000 2019,"COTW is #GOLD.  #xauusd #gc_f #xau #gld #gdx 

Become a free member to get the COTD sent to your inbox:
https://t.co/H0xPw15I5m https://t.co/fYUdcVos9q",,unrelated
1.13E+18,thestoxlab,Sun May 19 18:00:36 +0000 2019,"This #PR from $CASA.V is a sure sign that something big is up at #casaminerals https://t.co/li5qdJ5oNW #TSX, #TSXv, #CSE, #mining, #gold, #silver, #juniormining, #BC, $GLD, #SLV",The Lab,unrelated
1.13E+18,Lex4rius,Sun May 19 17:58:02 +0000 2019,"Kazo &amp; @koreanjewcrypto in-depth $Gold &amp; $BTC fractal analysis. Knowledge bombs dropped!!😈

If you caught the stream, you could’ve caught the dump. 😉

Follow the station. 🔮

https://t.co/dYsxoaCSyb https://t.co/UfGUYWUal5",Universe,unrelated
1.13E+18,Ryan33194240,Sun May 19 17:53:02 +0000 2019,Chart Patterns to Watch This Week 5-19-2019 https://t.co/TrlWvt006G $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX $BTC $TLRY $CRON $CGC $ACB $APHA $MU $NVDA $BA $PINS $OSTK $BIDU $F,portage IN,unrelated
1.13E+18,MichaelPayne003,Sun May 19 17:45:23 +0000 2019,"If you remember the 2 50% crashes with $stmp, it may happen with $tsla too.,                                                 $MSFT $GLD $MCK $UNH $SGH $PCG $NXTD $BIIB $SFIX $AGRX $AAPL $COST $BA $HIMX $OSTK $SFIX $SGH $P #NDAQ $APPL $FB $T $F $TWTR","Katy, TX",unrelated
1.13E+18,moniology,Sun May 19 17:40:29 +0000 2019,$GOLD $SILVER Ratio - Is this a 'Fake' Pop/?... https://t.co/HvZQSdGBhC,,neutral
1.13E+18,moniology,Sun May 19 17:39:36 +0000 2019,{Chartology} Gold: Ratio Charts Offer The Keys To The Bull. https://t.co/8mRR1ZUpJJ $GLD $SLV $GDX $NUGT $XAUUSD #gold #silver https://t.co/RoAtShQ2Vj,,bullish
1.13E+18,goldusdx,Sun May 19 17:38:11 +0000 2019,GOLD Broke Trend Line: BIG Buy if Support Holds ELSE Sell  https://t.co/QDixYkernv $XAUUSD $GLD #GC_F $GOLD,"Fort Knox, KY",neutral
1.13E+18,TimVicenza,Sun May 19 17:31:43 +0000 2019,"NEW Article: ""Market Outlook: Stock Indices Flashing Bearish Intermediate Postures"" - https://t.co/Bdsd7VRVJo  by @BrandonVanZee  $SPY $QQQ $IWM $EEM $UUP $USO $GLD $VIX","Brooklyn, NY",unrelated
1.13E+18,farandom1,Sun May 19 17:31:29 +0000 2019,Silver to Gold Ratio Underscores Recent Weakness - https://t.co/0DNNy8E87u  blog by @marketminute  $SLV $GLD $GDX,,bearish
1.13E+18,cryptorich9,Sun May 19 17:28:36 +0000 2019,"1MONTH PROFIT 3000++ Profit

Join : https://t.co/oEEa8Ie6ny

$BTC $ETH $NEO $XLM $XRP $ADA $EMC2 $OMG $BCC $VTC $AEON $ZEC $GLD $ENRG $UNB $SLR $POWR $MER $VIB $RCN $TIX $SALT $MANA $ADA $DNT $BCC $QTUM $ENG $BTG $THC $BTC $ETH $CBC $OCN $PRO $BLT $NGC $AID $DMT $POLY $LRC $TUSD",,unrelated
1.13E+18,LlcBillionaire,Sun May 19 17:22:39 +0000 2019,$GLD gap down under the 20 MA,"New York, USA",bearish
